Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),ULR-Baseline (ms),P-ULR-Par4,PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Safe.bpl/lasso_trace_8.txt,INFEASIBLE,0,0,0,-,-,-,3,68,71,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Safe.bpl/lasso_trace_9.txt,INFEASIBLE,0,0,0,-,-,-,3,86,89,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_1.txt,TERMINATING,2.58,475.57,591.61,1069.76,4035,TERMINATING,1,9,10,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,3,101,104,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_11.txt,INFEASIBLE,0,0,0,-,-,-,3,136,139,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_12.txt,INFEASIBLE,0,0,0,-,-,-,3,177,180,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_13.txt,NONTERMINATING,3.15,0,0,3.15,2,NONTERMINATING,6,37,43,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_2.txt,INFEASIBLE,0,0,0,-,-,-,5,9,14,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_3.txt,INFEASIBLE,0,0,0,-,-,-,3,11,14,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_4.txt,INFEASIBLE,0,0,0,-,-,-,3,20,23,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_5.txt,INFEASIBLE,0,0,0,-,-,-,3,33,36,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_6.txt,INFEASIBLE,0,0,0,-,-,-,3,48,51,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_7.txt,INFEASIBLE,0,0,0,-,-,-,3,66,69,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_8.txt,INFEASIBLE,0,0,0,-,-,-,3,68,71,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_1_Unsafe.bpl/lasso_trace_9.txt,INFEASIBLE,0,0,0,-,-,-,3,86,89,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_1.txt,TERMINATING,2.41,338.47,477.85,818.73,1859,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,3,34,37,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_11.txt,INFEASIBLE,0,0,0,-,-,-,3,43,46,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_12.txt,INFEASIBLE,0,0,0,-,-,-,3,44,47,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_13.txt,INFEASIBLE,0,0,0,-,-,-,3,53,56,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_14.txt,INFEASIBLE,0,0,0,-,-,-,3,63,66,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_15.txt,INFEASIBLE,0,0,0,-,-,-,3,73,76,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_16.txt,INFEASIBLE,0,0,0,-,-,-,3,83,86,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_2.txt,INFEASIBLE,0.35,37.4,49.36,-,-,-,4,3,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_3.txt,INFEASIBLE,0.36,17.58,24.23,-,-,-,6,5,11,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_4.txt,INFEASIBLE,0.55,36.8,39.32,-,-,-,10,6,16,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_5.txt,INFEASIBLE,0.3,24.82,52.63,-,-,-,13,7,20,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_6.txt,INFEASIBLE,0.36,14.61,25.68,-,-,-,19,9,28,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_7.txt,UNCHECKED,0,0,0,-,-,-,28,25,53,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_8.txt,INFEASIBLE,0,0,0,-,-,-,32,16,48,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_2.cil.c_21.bpl/lasso_trace_9.txt,INFEASIBLE,0.31,23.65,37.61,-,-,-,32,17,49,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.BV.c.cil.c_19.bpl/lasso_trace_1.txt,TERMINATING,2.14,658.8,931.42,1592.36,978,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.BV.c.cil.c_19.bpl/lasso_trace_2.txt,INFEASIBLE,0.46,56.57,92.53,-,-,-,4,3,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.BV.c.cil.c_19.bpl/lasso_trace_3.txt,INFEASIBLE,0.41,36.18,51.13,-,-,-,6,5,11,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.BV.c.cil.c_19.bpl/lasso_trace_4.txt,INFEASIBLE,0.26,15.25,24.86,-,-,-,8,9,17,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.BV.c.cil.c_19.bpl/lasso_trace_5.txt,TERMINATING,0.88,232.06,320.32,553.26,1812,TERMINATING,13,9,22,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.BV.c.cil.c_19.bpl/lasso_trace_6.txt,NONTERMINATING,4.36,0,0,4.36,2,NONTERMINATING,13,10,23,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_1.txt,TERMINATING,2.62,70.99,78.31,151.92,969,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,26,38,64,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_11.txt,INFEASIBLE,0,0,0,-,-,-,26,48,74,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_12.txt,INFEASIBLE,0,0,0,-,-,-,26,58,84,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_2.txt,INFEASIBLE,0.8,108.52,164.89,-,-,-,4,3,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_3.txt,INFEASIBLE,0.3,44.98,79.56,-,-,-,6,5,11,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_4.txt,INFEASIBLE,0.42,24.19,45.3,-,-,-,8,6,14,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_5.txt,INFEASIBLE,0.34,43.78,70.34,-,-,-,13,7,20,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_6.txt,INFEASIBLE,0.29,15.57,27.21,-,-,-,19,9,28,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_7.txt,INFEASIBLE,0,0,0,-,-,-,33,9,42,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_8.txt,INFEASIBLE,0,0,0,-,-,-,33,19,52,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_3.cil.c_21.bpl/lasso_trace_9.txt,INFEASIBLE,0,0,0,-,-,-,33,28,61,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_1.txt,TERMINATING,3.45,797.32,1068.53,1869.3,2538,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,26,38,64,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_11.txt,INFEASIBLE,0,0,0,-,-,-,26,48,74,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_12.txt,INFEASIBLE,0,0,0,-,-,-,26,58,84,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_2.txt,INFEASIBLE,0.57,42.71,67.06,-,-,-,4,3,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_3.txt,INFEASIBLE,0.43,16.39,24.9,-,-,-,6,5,11,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_4.txt,INFEASIBLE,0.45,16.41,39.39,-,-,-,8,6,14,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_5.txt,INFEASIBLE,0.31,42.07,73.26,-,-,-,13,7,20,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_6.txt,INFEASIBLE,0.3,23.33,37.73,-,-,-,19,9,28,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_7.txt,INFEASIBLE,0,0,0,-,-,-,33,9,42,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_8.txt,INFEASIBLE,0,0,0,-,-,-,33,19,52,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_clnt_4.cil.c_20.bpl/lasso_trace_9.txt,INFEASIBLE,0,0,0,-,-,-,33,28,61,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_1.txt,TERMINATING,2.42,165.88,177.01,345.31,19,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_10.txt,INFEASIBLE,0.95,0,0,-,-,-,33,8,41,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_11.txt,INFEASIBLE,0,0,0,-,-,-,12,37,49,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_2.txt,INFEASIBLE,0.3,24.52,37.38,-,-,-,2,4,6,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_3.txt,INFEASIBLE,0.25,16.3,26.38,-,-,-,2,5,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_4.txt,INFEASIBLE,0.33,25.26,38.82,-,-,-,3,15,18,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_5.txt,INFEASIBLE,0.22,33.29,53.33,-,-,-,7,6,13,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_6.txt,INFEASIBLE,0.25,14.84,26.2,-,-,-,12,9,21,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_7.txt,INFEASIBLE,0.31,14.5,25.32,-,-,-,19,15,34,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_8.txt,INFEASIBLE,0.27,15.49,30.49,-,-,-,26,6,32,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1_alt.BV.c.cil.c_14.bpl/lasso_trace_9.txt,UNCHECKED,0,0,0,-,-,-,28,25,53,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_1.txt,TERMINATING,1.91,159.15,196.88,357.94,15,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,25,37,62,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_11.txt,INFEASIBLE,0.34,25.31,39.82,-,-,-,26,6,32,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_12.txt,TERMINATING,0.46,404.23,468.79,873.48,41,TERMINATING,33,9,42,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_13.txt,INFEASIBLE,0.21,15.52,28.02,-,-,-,34,10,44,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_14.txt,INFEASIBLE,0.35,35.76,60.24,-,-,-,43,11,54,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_15.txt,INFEASIBLE,0.42,61.26,96.04,-,-,-,53,12,65,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_16.txt,INFEASIBLE,0.4,44.14,65.09,-,-,-,64,13,77,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_2.txt,INFEASIBLE,0.39,27.29,42.52,-,-,-,2,4,6,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_3.txt,INFEASIBLE,0.41,14.67,25.41,-,-,-,2,5,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_4.txt,INFEASIBLE,0.31,51.57,67.9,-,-,-,3,15,18,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_5.txt,INFEASIBLE,0.26,33.54,54.47,-,-,-,7,6,13,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_6.txt,INFEASIBLE,0.33,24.55,53.49,-,-,-,12,9,21,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_7.txt,INFEASIBLE,0.27,14.64,33.45,-,-,-,18,10,28,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_8.txt,INFEASIBLE,0.39,24.65,51.09,-,-,-,25,15,40,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.BV.c.cil.c_21.bpl/lasso_trace_9.txt,INFEASIBLE,0.37,62.35,100.46,-,-,-,25,25,50,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_1.txt,TERMINATING,1.88,224.15,238.27,464.3,18,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_2.txt,INFEASIBLE,0.33,30.21,46.3,-,-,-,2,4,6,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_3.txt,INFEASIBLE,0.43,18.66,26.4,-,-,-,3,5,8,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_4.txt,INFEASIBLE,0.3,35.48,67.06,-,-,-,7,6,13,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_5.txt,INFEASIBLE,0.74,26.85,44.07,-,-,-,12,9,21,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_6.txt,INFEASIBLE,0.25,32.9,56.39,-,-,-,18,10,28,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_7.txt,INFEASIBLE,0.32,35.22,51.23,-,-,-,25,6,31,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_1.cil.c_23.bpl/lasso_trace_8.txt,INFEASIBLE,0.26,19.24,24.97,-,-,-,25,11,36,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_1.txt,TERMINATING,2.01,434.26,508.85,945.12,18,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_2.txt,INFEASIBLE,0.51,51.3,82.1,-,-,-,2,4,6,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_3.txt,INFEASIBLE,0.31,24.52,37.5,-,-,-,2,12,14,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_4.txt,INFEASIBLE,0.37,53.12,79.85,-,-,-,7,4,11,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_5.txt,TERMINATING,0.57,258.86,37.37,296.8,721,TERMINATING,7,6,13,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2_alt.BV.c.cil.c_13.bpl/lasso_trace_6.txt,NONTERMINATING,3.1,0,0,3.1,2,NONTERMINATING,8,5,13,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_1.txt,TERMINATING,1.97,393.16,462.5,857.63,17,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_2.txt,INFEASIBLE,0.34,52.55,81.63,-,-,-,2,4,6,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_3.txt,INFEASIBLE,0.33,34.85,56.27,-,-,-,2,12,14,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_4.txt,INFEASIBLE,0.26,54.22,80.46,-,-,-,7,4,11,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_5.txt,TERMINATING,0.64,240.03,37.74,278.41,671,TERMINATING,7,6,13,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.BV.c.cil.c_13.bpl/lasso_trace_6.txt,NONTERMINATING,2.91,0,0,2.91,1,NONTERMINATING,8,5,13,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_1.txt,TERMINATING,1.87,201.59,294.19,497.65,15,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_10.txt,INFEASIBLE,0.47,0,0,-,-,-,42,5,47,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_2.txt,INFEASIBLE,0.31,18.88,27.27,-,-,-,2,4,6,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_3.txt,INFEASIBLE,0.44,30.12,52.05,-,-,-,3,12,15,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_4.txt,INFEASIBLE,0.45,15.47,26.72,-,-,-,7,6,13,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_5.txt,INFEASIBLE,1.07,0,0,-,-,-,12,5,17,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_6.txt,UNCHECKED,0,0,0,-,-,-,13,12,25,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_7.txt,INFEASIBLE,0.5,0,0,-,-,-,14,5,19,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_8.txt,TERMINATING,0.49,760.54,1034.82,1795.85,79,TERMINATING,20,5,25,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_2.cil.c_16.bpl/lasso_trace_9.txt,INFEASIBLE,0.45,54.05,81.73,-,-,-,33,6,39,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_1.txt,TERMINATING,2.35,153.26,486.89,642.5,16,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,12,48,60,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_11.txt,INFEASIBLE,0,0,0,-,-,-,12,57,69,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_12.txt,INFEASIBLE,0,0,0,-,-,-,12,67,79,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_13.txt,INFEASIBLE,0,0,0,-,-,-,12,78,90,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_14.txt,INFEASIBLE,0,0,0,-,-,-,28,79,107,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_15.txt,INFEASIBLE,0,0,0,-,-,-,28,92,120,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_16.txt,INFEASIBLE,0,0,0,-,-,-,28,102,130,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_17.txt,INFEASIBLE,0,0,0,-,-,-,42,55,97,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_2.txt,INFEASIBLE,0.35,26.47,41.57,-,-,-,2,4,6,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_3.txt,INFEASIBLE,0.26,16.07,24.88,-,-,-,2,5,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_4.txt,INFEASIBLE,0.35,20.25,25.79,-,-,-,2,15,17,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_5.txt,INFEASIBLE,0.27,15.52,27.05,-,-,-,4,6,10,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_6.txt,INFEASIBLE,0.29,48.36,65.83,-,-,-,8,9,17,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_7.txt,INFEASIBLE,0.25,25.42,42.09,-,-,-,13,10,23,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_8.txt,INFEASIBLE,0.26,43.48,65.41,-,-,-,19,11,30,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3_alt.BV.c.cil.c_19.bpl/lasso_trace_9.txt,INFEASIBLE,0,0,0,-,-,-,12,26,38,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3.BV.c.cil.c_19.bpl/lasso_trace_1.txt,TERMINATING,2.65,152.01,474.89,629.55,19,TERMINATING,1,3,4,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3.BV.c.cil.c_19.bpl/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,12,48,60,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_s3_srvr_3.BV.c.cil.c_19.bpl/lasso_trace_11.txt,INFEASIBLE,0,0,0,-,-,-,12,57,69,-
