Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),ULR-Baseline (ms),P-ULR-Par4,PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-40.t2.c/lasso_trace_3.txt,TERMINATING,0.34,131.95,132.42,264.71,6,TERMINATING,28,24,52,Affine Template / 2-5-Nested Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-40.t2.c/lasso_trace_4.txt,TERMINATING,0.28,82.93,116.07,199.28,5,TERMINATING,29,28,57,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-40.t2.c/lasso_trace_5.txt,NONTERMINATING,0.29,0,198.21,198.5,2,NONTERMINATING,32,29,61,GNTA / GNTA
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-46.t2.c/lasso_trace_1.txt,NONTERMINATING,1.91,0,210.46,212.37,2,NONTERMINATING,43,8,51,GNTA / GNTA
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-48.t2.c/lasso_trace_1.txt,NONTERMINATING,1.7,0,235.03,236.73,1,NONTERMINATING,49,13,62,GNTA / GNTA
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-4.t2.c/lasso_trace_1.txt,TERMINATING,1.93,175.58,154.35,331.86,4,TERMINATING,32,18,50,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-4.t2.c/lasso_trace_2.txt,NONTERMINATING,1.47,0,0,1.47,1,NONTERMINATING,48,15,63,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-5.t2.c/lasso_trace_1.txt,TERMINATING,1.95,277.38,270.3,549.63,5,TERMINATING,68,18,86,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-5.t2.c/lasso_trace_2.txt,NONTERMINATING,1.55,0,0,1.55,1,NONTERMINATING,95,28,123,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-6a.t2.c/lasso_trace_1.txt,TERMINATING,1.92,127.04,134.23,263.19,4,TERMINATING,28,19,47,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-6a.t2.c/lasso_trace_2.txt,NONTERMINATING,1.64,0,0,1.64,1,NONTERMINATING,39,26,65,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-6.t2.c/lasso_trace_1.txt,NONTERMINATING,1.77,0,193.16,194.93,1,NONTERMINATING,28,19,47,GNTA / GNTA
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-7.t2.c/lasso_trace_1.txt,INFEASIBLE,0,0,0,-,-,-,28,21,49,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-7.t2.c/lasso_trace_2.txt,NONTERMINATING,1.81,0,203.67,205.48,2,NONTERMINATING,28,25,53,GNTA / GNTA
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-8a.t2.c/lasso_trace_1.txt,NONTERMINATING,3.25,0,0,3.25,1,NONTERMINATING,44,17,61,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-8.t2.c/lasso_trace_1.txt,NONTERMINATING,3.28,0,0,3.28,1,NONTERMINATING,48,23,71,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_n-9.t2.c/lasso_trace_1.txt,NONTERMINATING,3.29,0,0,3.29,1,NONTERMINATING,48,27,75,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_1.txt,TERMINATING,1.75,170.91,159.28,331.94,6,TERMINATING,74,29,103,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_10.txt,INFEASIBLE,0,0,0,-,-,-,220,128,348,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_11.txt,INFEASIBLE,0.32,800.56,128.85,-,-,-,233,175,408,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_12.txt,UNCHECKED,0,0,0,-,-,-,264,128,392,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_13.txt,INFEASIBLE,0.29,294.77,344.48,-,-,-,264,185,449,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_14.txt,INFEASIBLE,0.3,14.96,27.45,-,-,-,285,114,399,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_15.txt,INFEASIBLE,0.26,32.18,50.31,-,-,-,354,58,412,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_16.txt,TERMINATING,0.72,221.83,312.76,535.31,7,TERMINATING,375,43,418,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_17.txt,INFEASIBLE,0.27,67.89,116.9,-,-,-,419,29,448,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_18.txt,TERMINATING,0.46,367.32,497.22,865,24,TERMINATING,526,119,645,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_19.txt,INFEASIBLE,0.54,232.94,145.19,-,-,-,566,305,871,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_2.txt,INFEASIBLE,1.32,0,0,-,-,-,77,43,120,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_20.txt,TERMINATING,0.61,395.6,450.75,846.96,33,TERMINATING,546,479,1025,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_21.txt,INFEASIBLE,0.42,1040.98,391.7,-,-,-,784,479,1263,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_3.txt,TERMINATING,0.44,249.95,329.82,580.21,7,TERMINATING,106,43,149,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_4.txt,INFEASIBLE,0.74,0,0,-,-,-,115,43,158,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_5.txt,TERMINATING,0.36,273.34,345.68,619.38,23,TERMINATING,115,57,172,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_6.txt,UNCHECKED,0,0,0,-,-,-,167,100,267,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_7.txt,INFEASIBLE,0.31,26.99,25.98,-,-,-,176,100,276,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_8.txt,UNCHECKED,0,0,0,-,-,-,224,157,381,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata.t2.c/lasso_trace_9.txt,TERMINATING,0.44,107.34,366.31,474.09,28,TERMINATING,219,119,338,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_1.txt,TERMINATING,1.76,137.8,173.6,313.16,9,TERMINATING,74,34,108,Affine Template / 2-5-Nested Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_10.txt,INFEASIBLE,0.32,31.78,27.52,-,-,-,235,54,289,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_11.txt,INFEASIBLE,0.23,136.13,199.01,-,-,-,244,63,307,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_12.txt,INFEASIBLE,0.27,54.21,76.44,-,-,-,362,176,538,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_13.txt,UNCHECKED,0,0,0,-,-,-,372,318,690,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_14.txt,INFEASIBLE,0.26,23.12,24.49,-,-,-,398,34,432,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_15.txt,INFEASIBLE,0.28,24.74,45.43,-,-,-,378,48,426,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_16.txt,TERMINATING,0.43,279.54,366.46,646.43,7,TERMINATING,390,34,424,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_17.txt,TERMINATING,0.41,207.25,96.67,304.33,9,TERMINATING,391,48,439,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_18.txt,INFEASIBLE,0.28,225.76,277.76,-,-,-,404,300,704,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_2.txt,TERMINATING,0.49,254.57,306.96,562.02,23,TERMINATING,77,48,125,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_3.txt,INFEASIBLE,1.07,0,0,-,-,-,78,48,126,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_4.txt,INFEASIBLE,0.69,0,0,-,-,-,115,48,163,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_5.txt,TERMINATING,0.43,199.15,207.84,407.42,25,TERMINATING,115,62,177,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_6.txt,INFEASIBLE,0.33,50.48,60.67,-,-,-,116,76,192,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_7.txt,INFEASIBLE,0.31,179.19,237.43,-,-,-,135,124,259,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_8.txt,INFEASIBLE,0,0,0,-,-,-,188,110,298,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_nakata_withassume.t2.c/lasso_trace_9.txt,INFEASIBLE,0.23,113.1,160.6,-,-,-,188,119,307,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Narrowing.c/lasso_trace_1.txt,UNKNOWN,0.71,185092.6,77.6,-,-,-,6,1,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_Narrowing_no-overflow.c/lasso_trace_1.txt,UNKNOWN,1.3,212498.94,76.67,-,-,-,6,1,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_NarrowKonv.c/lasso_trace_1.txt,UNKNOWN,0.56,4772.71,60.61,-,-,-,6,1,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_NarrowKonv_no-overflow.c/lasso_trace_1.txt,UNKNOWN,0.77,4757.03,57.47,-,-,-,6,1,7,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_1.txt,TERMINATING,2,1076.42,1450.29,2528.71,6,TERMINATING,470,55,525,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_10.txt,UNCHECKED,0,0,0,-,-,-,534,484,1018,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_11.txt,UNCHECKED,0,0,0,-,-,-,534,572,1106,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_12.txt,UNCHECKED,0,0,0,-,-,-,589,572,1161,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_13.txt,UNCHECKED,0,0,0,-,-,-,589,660,1249,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_14.txt,UNCHECKED,0,0,0,-,-,-,644,660,1304,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_15.txt,UNCHECKED,0,0,0,-,-,-,699,660,1359,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_16.txt,UNCHECKED,0,0,0,-,-,-,699,748,1447,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_17.txt,UNCHECKED,0,0,0,-,-,-,754,748,1502,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_18.txt,UNCHECKED,0,0,0,-,-,-,754,836,1590,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_19.txt,UNCHECKED,0,0,0,-,-,-,809,836,1645,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_2.txt,TERMINATING,0.62,178.11,209.16,387.89,5,TERMINATING,469,17,486,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_20.txt,UNCHECKED,0,0,0,-,-,-,864,836,1700,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_21.txt,UNCHECKED,0,0,0,-,-,-,864,924,1788,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_22.txt,UNCHECKED,0,0,0,-,-,-,919,924,1843,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_23.txt,UNCHECKED,0,0,0,-,-,-,974,924,1898,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_24.txt,UNCHECKED,0,0,0,-,-,-,974,1012,1986,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_25.txt,UNCHECKED,0,0,0,-,-,-,1029,1012,2041,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_26.txt,UNCHECKED,0,0,0,-,-,-,1029,1100,2129,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_27.txt,UNCHECKED,0,0,0,-,-,-,1084,1100,2184,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_28.txt,UNCHECKED,0,0,0,-,-,-,1139,1100,2239,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_29.txt,UNCHECKED,0,0,0,-,-,-,1139,1188,2327,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_3.txt,UNCHECKED,0,0,0,-,-,-,479,44,523,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_30.txt,UNCHECKED,0,0,0,-,-,-,1194,1188,2382,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_31.txt,UNCHECKED,0,0,0,-,-,-,1194,1276,2470,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_32.txt,UNCHECKED,0,0,0,-,-,-,1249,1276,2525,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_33.txt,UNCHECKED,0,0,0,-,-,-,1304,1276,2580,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_34.txt,UNCHECKED,0,0,0,-,-,-,1304,1364,2668,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_35.txt,UNCHECKED,0,0,0,-,-,-,1359,1364,2723,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_36.txt,UNCHECKED,0,0,0,-,-,-,1414,1364,2778,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_37.txt,UNCHECKED,0.24,134.54,132.71,-,-,-,1414,1452,2866,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_4.txt,UNCHECKED,0,0,0,-,-,-,479,132,611,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_5.txt,UNCHECKED,0,0,0,-,-,-,479,220,699,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_6.txt,UNCHECKED,0,0,0,-,-,-,479,308,787,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_7.txt,UNCHECKED,0,0,0,-,-,-,479,396,875,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_8.txt,UNCHECKED,0,0,0,-,-,-,479,484,963,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_ndes.t2.c/lasso_trace_9.txt,TERMINATING,0.55,369.62,472,842.17,6,TERMINATING,482,55,537,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_1.txt,TERMINATING,1.72,114.43,175.93,292.08,5,TERMINATING,301,18,319,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_2.txt,TERMINATING,1.02,656.6,879.35,1536.97,5,TERMINATING,318,53,371,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_3.txt,TERMINATING,0.53,472.35,581.7,1054.58,5,TERMINATING,335,25,360,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_4.txt,TERMINATING,0.41,500.09,657.8,1158.3,5,TERMINATING,348,22,370,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_5.txt,TERMINATING,0.37,491.26,661.8,1153.43,5,TERMINATING,361,13,374,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_6.txt,INFEASIBLE,0.83,0,0,-,-,-,380,8,388,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-fail.t2.c/lasso_trace_7.txt,NONTERMINATING,1.95,0,0,1.95,1,NONTERMINATING,391,8,399,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-succeed.t2.c/lasso_trace_1.txt,TERMINATING,1.73,108.41,162.31,272.45,5,TERMINATING,301,18,319,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-succeed.t2.c/lasso_trace_2.txt,TERMINATING,0.5,656.08,888.53,1545.11,5,TERMINATING,318,53,371,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-succeed.t2.c/lasso_trace_3.txt,TERMINATING,0.59,457.35,584.43,1042.37,5,TERMINATING,335,25,360,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-1394complete-succeed.t2.c/lasso_trace_4.txt,NONTERMINATING,2.17,0,0,2.17,1,NONTERMINATING,344,26,370,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-fail.t2.c/lasso_trace_1.txt,TERMINATING,1.74,126.06,185.71,313.51,4,TERMINATING,277,18,295,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-fail.t2.c/lasso_trace_2.txt,TERMINATING,0.88,375.28,535.77,911.93,4,TERMINATING,294,53,347,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-fail.t2.c/lasso_trace_3.txt,TERMINATING,0.91,680.11,734.19,1415.21,4,TERMINATING,311,25,336,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-fail.t2.c/lasso_trace_4.txt,NONTERMINATING,2.43,0,0,2.43,1,NONTERMINATING,320,26,346,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-succeed.t2.c/lasso_trace_1.txt,TERMINATING,2.04,128.74,180.31,311.09,6,TERMINATING,277,18,295,Affine Template / 2-5-Nested Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-succeed.t2.c/lasso_trace_2.txt,TERMINATING,0.46,369.3,535.97,905.73,5,TERMINATING,294,53,347,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-succeed.t2.c/lasso_trace_3.txt,TERMINATING,0.4,708.21,724.53,1433.14,5,TERMINATING,311,25,336,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-1394complete-succeed.t2.c/lasso_trace_4.txt,NONTERMINATING,2.14,0,0,2.14,2,NONTERMINATING,320,26,346,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-acqrel-fail.t2.c/lasso_trace_1.txt,NONTERMINATING,3,0,0,3,1,NONTERMINATING,40,30,70,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-acqrel-succeed.t2.c/lasso_trace_1.txt,INFEASIBLE,0,0,0,-,-,-,36,31,67,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-acqrel-succeed.t2.c/lasso_trace_2.txt,NONTERMINATING,2.62,0,0,2.62,1,NONTERMINATING,49,8,57,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-pgarch-fail.t2.c/lasso_trace_1.txt,INFEASIBLE,2.36,0,0,-,-,-,91,8,99,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-pgarch-fail.t2.c/lasso_trace_2.txt,NONTERMINATING,3.02,0,0,3.02,1,NONTERMINATING,90,8,98,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-pgarch-succeed.t2.c/lasso_trace_1.txt,NONTERMINATING,3.03,0,0,3.03,1,NONTERMINATING,82,8,90,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-popl07-succeed.t2.c/lasso_trace_1.txt,TERMINATING,2.04,480.6,113.43,596.07,7,TERMINATING,121,28,149,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-popl07-succeed.t2.c/lasso_trace_2.txt,INFEASIBLE,0.91,0,0,-,-,-,147,8,155,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-e-popl07-succeed.t2.c/lasso_trace_3.txt,NONTERMINATING,1.17,0,0,1.17,1,NONTERMINATING,151,8,159,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-pgarch-succeed.t2.c/lasso_trace_1.txt,INFEASIBLE,2.18,0,0,-,-,-,99,8,107,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-pgarch-succeed.t2.c/lasso_trace_2.txt,NONTERMINATING,0.94,0,0,0.94,1,NONTERMINATING,102,8,110,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-popl07-fail.t2.c/lasso_trace_1.txt,TERMINATING,2,101.76,497.34,601.1,7,TERMINATING,112,28,140,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-popl07-fail.t2.c/lasso_trace_2.txt,NONTERMINATING,1.38,0,0,1.38,1,NONTERMINATING,129,8,137,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-popl07-succeed.t2.c/lasso_trace_1.txt,TERMINATING,1.89,453.94,124.48,580.31,7,TERMINATING,116,28,144,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-popl07-succeed.t2.c/lasso_trace_2.txt,NONTERMINATING,2.03,0,0,2.03,1,NONTERMINATING,146,8,154,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_1.txt,TERMINATING,2.01,185.09,223.16,410.26,4,TERMINATING,37,19,56,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_10.txt,INFEASIBLE,0.37,0,0,-,-,-,186,8,194,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_11.txt,NONTERMINATING,0.97,0,0,0.97,1,NONTERMINATING,205,8,213,Fixpoint / Fixpoint
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_2.txt,INFEASIBLE,1.05,0,0,-,-,-,50,8,58,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_3.txt,INFEASIBLE,0.51,0,0,-,-,-,69,8,77,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_4.txt,INFEASIBLE,0.42,0,0,-,-,-,72,8,80,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_5.txt,INFEASIBLE,0.39,0,0,-,-,-,91,8,99,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_6.txt,INFEASIBLE,0.43,0,0,-,-,-,110,8,118,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_7.txt,INFEASIBLE,0.35,0,0,-,-,-,129,8,137,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_8.txt,INFEASIBLE,0.4,0,0,-,-,-,148,8,156,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-fail.t2.c/lasso_trace_9.txt,INFEASIBLE,0.38,0,0,-,-,-,167,8,175,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-succeed.t2.c/lasso_trace_1.txt,TERMINATING,1.94,125.11,49.12,176.17,5,TERMINATING,41,19,60,Affine Template / Affine Template
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-succeed.t2.c/lasso_trace_2.txt,INFEASIBLE,0.9,0,0,-,-,-,54,8,62,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-succeed.t2.c/lasso_trace_3.txt,INFEASIBLE,0.39,0,0,-,-,-,73,8,81,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-succeed.t2.c/lasso_trace_4.txt,INFEASIBLE,0.4,0,0,-,-,-,76,8,84,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-succeed.t2.c/lasso_trace_5.txt,INFEASIBLE,0.41,0,0,-,-,-,95,8,103,-
ATVA2026_benchmark/ALL_INT_VARS//lasso_traces_neg-smagilla-succeed.t2.c/lasso_trace_6.txt,INFEASIBLE,0.43,0,0,-,-,-,114,8,122,-
